Event_id,realm,Chinese,English,Mood,,,,,,,,,,
dlg_event_furnace_yesterday_01,,昨天那炉丹的余悸还没过去。,Still shaken from yesterday's furnace mishap.,confused,,,,,,furnace_explosion,,,,
dlg_event_found_stone_today_01,,今天运气不错，捡到了灵石。,Good fortune today — found a spirit stone.,happy,,,,,,found_stone,,,,
dlg_event_breakthrough_success_today_01,,今天突破成功，心情很好。,Broke through successfully today. Feeling great.,happy,,,,,,breakthrough_success,,,,
dlg_event_breakthrough_fail_today_01,,今天的突破又失败了。,Failed another breakthrough attempt today.,confused,,,,,,breakthrough_fail,,,,
dlg_event_breakthrough_fail_yesterday_01,,昨天那次失败还有点不甘心。,Still a bit bothered by yesterday's failed attempt.,confused,,,,,,breakthrough_fail,,,,
dlg_event_legendary_today_01,,今天的奇遇简直难以置信。,Today's encounter was unbelievable.,happy,,,,,,legendary_encounter,,,,
dlg_fail_streak_01,,连续失败好几次了，有点泄气。,Failed several times in a row now. A little discouraged.,confused,,,,,,,TRUE,,,
dlg_fail_streak_02,,是不是哪里弄错了……,Maybe something's being done wrong...,confused,,,,,,,TRUE,,,
dlg_echo_01,,我好像曾经在这里待过。,"I feel like I've been here before, somehow.",confused,,,,,,,,,TRUE,
dlg_echo_02,,这种感觉很熟悉，但说不出为什么。,This feeling is strangely familiar. Can't say why.,confused,,,,,,,,,TRUE,
dlg_echo_03,,这片山好像认得我。,This mountain feels like it recognizes me.,confused,,,,,,,,,TRUE,
dlg_instinct_trib_01,,看到乌云聚集，心里莫名一紧。,"Watching clouds gather, an old unease tightens in his chest.",confused,,,,,,,,,,wary_of_tribulation
dlg_instinct_trib_02,,他对天劫这种事，总有种说不出的抵触。,"Something about tribulation fills him with quiet dread, for no clear reason.",confused,,,,,,,,,,wary_of_tribulation
dlg_instinct_furnace_01,,经过丹炉时，脚步总会慢下来。,He always slows down walking past a furnace.,normal,,,,,,,,,,drawn_to_furnaces
dlg_instinct_furnace_02,,他对炼丹这件事，有种异乎寻常的兴趣。,"He has an unusual fascination with alchemy, more than most.",happy,,,,,,,,,,drawn_to_furnaces
dlg_instinct_seek_01,,他总忍不住想往山林深处走走。,He can't help wanting to wander deeper into the wilds.,happy,,,,,,,,,,seeks_encounters
